ano,codigo_municipio,lista_id,votos_nominais_validos_lista,votos_legenda_validos_lista,votos_validos_lista,partidos_na_lista,votos_validos_municipio,fracao_votos_lista
2016,88439,COLIGACAO:210000000561,2148,187,2335,2,5328,0.43825075075075076
2016,88439,COLIGACAO:210000000713,1219,71,1290,2,5328,0.24211711711711711
2016,88439,COLIGACAO:210000002719,1557,146,1703,2,5328,0.31963213213213215
2016,88447,COLIGACAO:210000001000,1111,68,1179,2,3272,0.36033007334963324
2016,88447,COLIGACAO:210000001045,1984,109,2093,4,3272,0.6396699266503667
2016,88455,COLIGACAO:210000000607,8934,1039,9973,2,49435,0.2017396581369475
2016,88455,COLIGACAO:210000000674,4064,109,4173,3,49435,0.08441387680792961
2016,88455,COLIGACAO:210000001084,7645,500,8145,3,49435,0.1647618084353191
2016,88455,COLIGACAO:210000001605,6224,470,6694,5,49435,0.13541013452007686
2016,88455,COLIGACAO:210000002577,2260,46,2306,2,49435,0.0466471123697785
2016,88455,PARTIDO:PCB,73,16,89,1,49435,0.001800343885910792
2016,88455,PARTIDO:PP,5436,185,5621,1,49435,0.11370486497420855
2016,88455,PARTIDO:PSD,2689,246,2935,1,49435,0.05937089106908061
2016,88455,PARTIDO:PT,8765,734,9499,1,49435,0.19215130980074846
2016,88463,COLIGACAO:210000002176,379,6,385,2,2240,0.171875
2016,88463,COLIGACAO:210000002183,628,3,631,2,2240,0.28169642857142857
2016,88463,PARTIDO:PDT,649,31,680,1,2240,0.30357142857142855
2016,88463,PARTIDO:PMDB,519,25,544,1,2240,0.24285714285714285
2016,88471,COLIGACAO:210000000822,13689,866,14555,6,44767,0.32512788437911855
2016,88471,COLIGACAO:210000002358,7958,425,8383,3,44767,0.18725847164205778
2016,88471,COLIGACAO:210000002422,13759,669,14428,4,44767,0.32229097326155426
2016,88471,COLIGACAO:210000002445,7300,101,7401,4,44767,0.16532267071726942
2016,88480,COLIGACAO:210000000253,1171,45,1216,2,2327,0.5225612376450365
2016,88480,COLIGACAO:210000000283,180,18,198,2,2327,0.08508809626128062
2016,88480,PARTIDO:PMDB,863,50,913,1,2327,0.39235066609368285
2016,88498,COLIGACAO:210000000159,1989,56,2045,2,18221,0.11223313758849679
2016,88498,COLIGACAO:210000000293,6196,422,6618,4,18221,0.363207288293727
2016,88498,COLIGACAO:210000001562,4097,241,4338,2,18221,0.23807694418528072
2016,88498,PARTIDO:PDT,1603,79,1682,1,18221,0.09231106964491521
2016,88498,PARTIDO:PMDB,3179,359,3538,1,18221,0.19417156028758026
2016,88501,PARTIDO:DEM,245,18,263,1,2985,0.088107202680067
2016,88501,PARTIDO:PDT,575,5,580,1,2985,0.19430485762144054
2016,88501,PARTIDO:PMDB,984,63,1047,1,2985,0.3507537688442211
2016,88501,PARTIDO:PP,461,10,471,1,2985,0.1577889447236181
2016,88501,PARTIDO:PSDB,503,16,519,1,2985,0.17386934673366833
2016,88501,PARTIDO:PT,95,10,105,1,2985,0.035175879396984924
2016,88510,COLIGACAO:210000000180,15366,948,16314,2,29634,0.5505162988459202
2016,88510,COLIGACAO:210000001646,5012,109,5121,2,29634,0.17280826078153472
2016,88510,COLIGACAO:210000002212,2161,378,2539,5,29634,0.08567861240467031
2016,88510,PARTIDO:PDT,3355,87,3442,1,29634,0.11615036782074643
2016,88510,PARTIDO:PT,2081,137,2218,1,29634,0.0748464601471283
2016,88528,COLIGACAO:210000000364,1002,35,1037,2,2280,0.4548245614035088
2016,88528,COLIGACAO:210000000661,1198,45,1243,3,2280,0.5451754385964912
2016,88536,COLIGACAO:210000001243,15240,849,16089,12,45406,0.3543364313086376
2016,88536,COLIGACAO:210000001413,7091,506,7597,2,45406,0.16731268995286966
2016,88536,COLIGACAO:210000001541,3185,85,3270,4,45406,0.07201691406422059
2016,88536,COLIGACAO:210000001550,14858,976,15834,2,45406,0.34872043342289566
2016,88536,PARTIDO:PT,2463,153,2616,1,45406,0.05761353125137647
2016,88544,COLIGACAO:210000000594,889,52,941,2,2170,0.4336405529953917
2016,88544,COLIGACAO:210000001475,1198,31,1229,2,2170,0.5663594470046083
2016,88552,COLIGACAO:210000000595,7023,629,7652,4,25581,0.29912825925491576
2016,88552,COLIGACAO:210000001181,5502,495,5997,2,25581,0.23443180485516593
2016,88552,COLIGACAO:210000002389,8176,244,8420,4,25581,0.32915054141745825
2016,88552,COLIGACAO:210000002501,3377,135,3512,2,25581,0.13728939447246002
2016,88560,COLIGACAO:210000001636,1115,22,1137,4,1902,0.5977917981072555
2016,88560,COLIGACAO:210000002375,729,36,765,2,1902,0.4022082018927445
2016,88579,COLIGACAO:210000002744,2003,97,2100,2,7369,0.2849776089021577
2016,88579,COLIGACAO:210000002748,1702,83,1785,2,7369,0.24223096756683404
2016,88579,PARTIDO:PP,3315,169,3484,1,7369,0.4727914235310083
2016,88587,PARTIDO:PMDB,1123,52,1175,1,2664,0.4410660660660661
2016,88587,PARTIDO:PP,1044,60,1104,1,2664,0.4144144144144144
2016,88587,PARTIDO:PSB,372,13,385,1,2664,0.14451951951951952
2016,88595,COLIGACAO:210000001177,5334,270,5604,7,9393,0.5966145001596934
2016,88595,COLIGACAO:210000001628,3537,252,3789,2,9393,0.40338549984030664
2016,88609,COLIGACAO:210000002164,928,32,960,3,1737,0.5526770293609672
2016,88609,PARTIDO:PMDB,348,23,371,1,1737,0.2135866436384571
2016,88609,PARTIDO:PP,389,17,406,1,1737,0.2337363270005757
2016,88617,COLIGACAO:210000000341,3707,213,3920,2,10750,0.36465116279069765
2016,88617,COLIGACAO:210000001296,6462,368,6830,4,10750,0.6353488372093024
2016,88625,COLIGACAO:210000002794,967,37,1004,2,2347,0.4277801448657861
2016,88625,COLIGACAO:210000002800,1132,28,1160,3,2347,0.49424797613975285
2016,88625,PARTIDO:PSC,144,39,183,1,2347,0.07797187899446101
2016,88633,COLIGACAO:210000000317,13650,970,14620,2,36591,0.39955180235577054
2016,88633,COLIGACAO:210000001384,9479,735,10214,3,36591,0.2791396791560766
2016,88633,COLIGACAO:210000002344,3631,99,3730,3,36591,0.10193763493755295
2016,88633,COLIGACAO:210000002377,3644,95,3739,4,36591,0.10218359705938619
2016,88633,PARTIDO:PR,389,15,404,1,36591,0.011040966357847558
2016,88633,PARTIDO:PTB,3782,102,3884,1,36591,0.10614632013336613
2016,88641,COLIGACAO:210000000738,1944,64,2008,3,4678,0.42924326635314236
2016,88641,COLIGACAO:210000001091,1910,111,2021,3,4678,0.4320222317229585
2016,88641,PARTIDO:PSDB,636,13,649,1,4678,0.1387345019238991
2016,88650,COLIGACAO:210000001275,5884,289,6173,3,13060,0.4726646248085758
2016,88650,COLIGACAO:210000001287,393,14,407,2,13060,0.03116385911179173
2016,88650,COLIGACAO:210000001439,5725,294,6019,3,13060,0.4608728943338438
2016,88650,PARTIDO:PT,436,25,461,1,13060,0.03529862174578867
2016,88668,COLIGACAO:210000000528,1166,48,1214,2,2771,0.4381089859256586
2016,88668,COLIGACAO:210000000620,424,13,437,2,2771,0.15770479971129556
2016,88668,COLIGACAO:210000002397,931,62,993,4,2771,0.35835438469866476
2016,88668,PARTIDO:PTB,121,6,127,1,2771,0.04583182966438109
2016,88676,COLIGACAO:210000002337,2866,84,2950,2,13221,0.22312986914756827
2016,88676,COLIGACAO:210000002338,1497,35,1532,3,13221,0.11587625746917782
2016,88676,COLIGACAO:210000002340,2339,220,2559,2,13221,0.1935557068300431
2016,88676,COLIGACAO:210000002363,1995,297,2292,2,13221,0.1733605627410937
2016,88676,COLIGACAO:210000002403,3700,188,3888,4,13221,0.29407760381211706
2016,88684,COLIGACAO:210000001319,901,50,951,2,3250,0.2926153846153846
2016,88684,COLIGACAO:210000001665,1522,70,1592,3,3250,0.4898461538461538
2016,88684,PARTIDO:PP,671,36,707,1,3250,0.21753846153846154
2016,88692,COLIGACAO:210000000586,4977,188,5165,3,35972,0.1435838985877905
2016,88692,COLIGACAO:210000000619,4193,82,4275,3,35972,0.11884243300344713
2016,88692,COLIGACAO:210000000726,13114,701,13815,3,35972,0.3840487045479818
2016,88692,COLIGACAO:210000001025,9025,587,9612,6,35972,0.2672078283109085
2016,88692,COLIGACAO:210000001435,3029,76,3105,4,35972,0.08631713554987212
2016,88706,COLIGACAO:210000000327,694,58,752,2,1620,0.4641975308641975
2016,88706,COLIGACAO:210000000831,826,42,868,2,1620,0.5358024691358024
2016,88714,COLIGACAO:210000000271,2505,157,2662,2,13226,0.2012702253137759
2016,88714,COLIGACAO:210000000340,1494,46,1540,3,13226,0.11643732042945713
2016,88714,COLIGACAO:210000000716,2065,60,2125,2,13226,0.16066838046272494
2016,88714,COLIGACAO:210000000967,2423,200,2623,3,13226,0.19832148797822471
2016,88714,PARTIDO:PP,2636,73,2709,1,13226,0.2048238318463632
2016,88714,PARTIDO:PT,1487,80,1567,1,13226,0.1184787539694541
2016,88722,COLIGACAO:210000001050,685,57,742,3,3343,0.22195632665270715
2016,88722,COLIGACAO:210000001417,1346,59,1405,2,3343,0.4202811845647622
2016,88722,COLIGACAO:210000002661,1146,50,1196,4,3343,0.35776248878253064
2016,88730,COLIGACAO:210000000668,3563,254,3817,3,17799,0.21445025001404575
2016,88730,COLIGACAO:210000000678,4527,214,4741,4,17799,0.26636327883588967
2016,88730,PARTIDO:PP,3627,100,3727,1,17799,0.20939378616776225
2016,88730,PARTIDO:PT,2733,203,2936,1,17799,0.16495308725209282
2016,88730,PARTIDO:SD,2511,67,2578,1,17799,0.14483959773020957
2016,88749,COLIGACAO:210000000992,838,35,873,4,1979,0.44113188479029813
2016,88749,PARTIDO:PMDB,1076,30,1106,1,1979,0.5588681152097019
2016,88757,COLIGACAO:210000001495,3510,205,3715,7,3715,1.0
2016,88765,COLIGACAO:210000000122,1146,56,1202,3,2442,0.49221949221949224
2016,88765,COLIGACAO:210000000437,1194,46,1240,4,2442,0.5077805077805078
2016,88773,COLIGACAO:210000001131,17115,1387,18502,2,111362,0.16614284944595104
2016,88773,COLIGACAO:210000001168,4034,124,4158,5,111362,0.03733769149260969
2016,88773,COLIGACAO:210000001184,7006,154,7160,4,111362,0.06429482229126632
2016,88773,COLIGACAO:210000001210,15415,1052,16467,2,111362,0.14786911154612883
2016,88773,COLIGACAO:210000001368,8559,425,8984,2,111362,0.08067383847272858
2016,88773,COLIGACAO:210000001527,21766,1427,23193,4,111362,0.2082667337152709
2016,88773,COLIGACAO:210000002167,15983,485,16468,2,111362,0.14787809126991253
2016,88773,COLIGACAO:210000002192,13144,2699,15843,4,111362,0.1422657639051023
2016,88773,PARTIDO:PSOL,414,173,587,1,111362,0.005271097861029795
2016,88781,PARTIDO:PDT,14,5,19,1,2105,0.009026128266033254
2016,88781,PARTIDO:PMDB,928,49,977,1,2105,0.4641330166270784
2016,88781,PARTIDO:PP,1065,44,1109,1,2105,0.5268408551068884
2016,88790,COLIGACAO:210000000551,4588,644,5232,2,28266,0.18509870515814053
2016,88790,COLIGACAO:210000002211,9200,655,9855,2,28266,0.3486520908511993
2016,88790,COLIGACAO:210000002231,6430,124,6554,2,28266,0.23186867614802237
2016,88790,COLIGACAO:210000002238,3728,152,3880,2,28266,0.13726738838180147
2016,88790,PARTIDO:PSB,2712,33,2745,1,28266,0.09711313946083634
2016,88803,COLIGACAO:210000001697,1808,70,1878,4,2936,0.6396457765667575
2016,88803,PARTIDO:PMDB,1007,51,1058,1,2936,0.3603542234332425
2016,88811,COLIGACAO:210000000512,5105,300,5405,2,20006,0.27016894931520546
2016,88811,COLIGACAO:210000000573,4178,103,4281,2,20006,0.21398580425872238
2016,88811,COLIGACAO:210000002308,4077,404,4481,2,20006,0.22398280515845245
2016,88811,PARTIDO:PSDB,1994,265,2259,1,20006,0.11291612516245127
2016,88811,PARTIDO:PT,3410,170,3580,1,20006,0.17894631610516845
2016,88820,COLIGACAO:210000000366,1171,50,1221,2,3099,0.39399806389157793
2016,88820,COLIGACAO:210000001422,1225,72,1297,4,3099,0.4185221039044853
2016,88820,PARTIDO:PMDB,570,11,581,1,3099,0.18747983220393674
2016,88838,COLIGACAO:210000000468,1570,83,1653,3,13815,0.11965255157437568
2016,88838,COLIGACAO:210000000768,4773,261,5034,3,13815,0.36438653637350704
2016,88838,COLIGACAO:210000000850,1279,57,1336,2,13815,0.09670647846543612
2016,88838,COLIGACAO:210000001246,4190,237,4427,3,13815,0.32044878754976475
2016,88838,COLIGACAO:210000001374,1333,32,1365,2,13815,0.0988056460369164
2016,88846,COLIGACAO:210000000464,1003,66,1069,6,3074,0.34775536759921927
2016,88846,COLIGACAO:210000000999,908,60,968,2,3074,0.3148991541964867
2016,88846,COLIGACAO:210000001446,390,54,444,2,3074,0.14443721535458687
2016,88846,COLIGACAO:210000001602,579,14,593,2,3074,0.19290826284970722
2016,88854,COLIGACAO:210000000750,2927,127,3054,4,4384,0.6966240875912408
2016,88854,COLIGACAO:210000000867,1255,75,1330,2,4384,0.3033759124087591
2016,88862,COLIGACAO:210000002555,1255,85,1340,2,4308,0.3110492107706592
2016,88862,COLIGACAO:210000002627,380,6,386,2,4308,0.08960074280408542
2016,88862,COLIGACAO:210000002635,1607,93,1700,2,4308,0.3946146703806871
2016,88862,PARTIDO:PSDB,868,14,882,1,4308,0.20473537604456823
2016,88870,COLIGACAO:210000000208,2118,157,2275,4,3905,0.5825864276568502
2016,88870,COLIGACAO:210000001396,1493,137,1630,2,3905,0.4174135723431498
2016,88889,COLIGACAO:210000000977,1913,105,2018,3,3756,0.5372736954206603
2016,88889,PARTIDO:PTB,1678,60,1738,1,3756,0.4627263045793397
2016,88897,COLIGACAO:210000000391,2527,90,2617,4,4687,0.5583528909750374
2016,88897,COLIGACAO:210000000538,1990,80,2070,3,4687,0.4416471090249627
2016,88900,COLIGACAO:210000000216,1362,67,1429,2,2351,0.6078264568268822
2016,88900,COLIGACAO:210000001338,866,56,922,4,2351,0.3921735431731178
2016,88919,COLIGACAO:210000001081,3050,230,3280,4,9957,0.32941649091091696
2016,88919,COLIGACAO:210000002530,3329,265,3594,4,9957,0.3609520940042181
2016,88919,PARTIDO:PMDB,2035,62,2097,1,9957,0.21060560409761978
2016,88919,PARTIDO:PSD,970,16,986,1,9957,0.09902581098724515
2016,88927,COLIGACAO:210000000093,1901,179,2080,2,6541,0.31799419049075067
2016,88927,COLIGACAO:210000000096,904,13,917,2,6541,0.14019263109616267
2016,88927,COLIGACAO:210000000098,939,27,966,2,6541,0.14768384039137747
2016,88927,COLIGACAO:210000000100,2306,143,2449,2,6541,0.3744075829383886
2016,88927,PARTIDO:PV,129,0,129,1,6541,0.019721755083320594
2016,88935,COLIGACAO:210000000641,6717,499,7216,2,14981,0.4816767906014285
2016,88935,COLIGACAO:210000000926,2565,62,2627,3,14981,0.17535545023696683
2016,88935,COLIGACAO:210000001622,4337,319,4656,3,14981,0.31079367198451374
2016,88935,PARTIDO:PDT,374,86,460,1,14981,0.03070556037647687
2016,88935,PARTIDO:PMN,18,4,22,1,14981,0.0014685268006141112
2016,88943,COLIGACAO:210000001373,964,43,1007,3,2544,0.3958333333333333
2016,88943,COLIGACAO:210000001642,1500,37,1537,3,2544,0.6041666666666666
2016,88951,COLIGACAO:210000000772,6383,398,6781,4,15003,0.45197627141238417
2016,88951,COLIGACAO:210000001309,1495,45,1540,3,15003,0.10264613743917883
2016,88951,PARTIDO:PDT,2875,120,2995,1,15003,0.199626741318403
2016,88951,PARTIDO:PMDB,2767,271,3038,1,15003,0.20249283476638005
2016,88951,PARTIDO:PT,588,61,649,1,15003,0.04325801506365393
2016,88978,COLIGACAO:210000002494,970,56,1026,5,2764,0.3712011577424023
2016,88978,COLIGACAO:210000002689,1665,73,1738,4,2764,0.6287988422575976
2016,88986,COLIGACAO:210000002374,509,29,538,2,3209,0.16765347460267996
2016,88986,COLIGACAO:210000002489,1215,83,1298,3,3209,0.40448737924587097
2016,88986,PARTIDO:PMDB,1177,48,1225,1,3209,0.381738859457775
2016,88986,PARTIDO:PT,128,20,148,1,3209,0.046120286693674045
2016,88994,COLIGACAO:210000000537,7060,393,7453,5,48788,0.1527629745019267
2016,88994,COLIGACAO:210000000539,13934,869,14803,3,48788,0.3034147741247848
2016,88994,COLIGACAO:210000000541,6459,94,6553,4,48788,0.13431581536443388
2016,88994,COLIGACAO:210000000928,2537,61,2598,5,48788,0.05325079937689596
2016,88994,COLIGACAO:210000000930,8775,999,9774,2,48788,0.20033614823317208
2016,88994,COLIGACAO:210000001225,4326,108,4434,2,48788,0.09088300401738132
2016,88994,PARTIDO:PMDB,3071,102,3173,1,48788,0.06503648438140526
2016,89001,COLIGACAO:210000000809,1255,67,1322,4,1759,0.7515633882888004
2016,89001,PARTIDO:PSDB,426,11,437,1,1759,0.24843661171119955
2016,89010,COLIGACAO:210000000199,7284,310,7594,3,71970,0.105516187300264
2016,89010,COLIGACAO:210000000305,10142,949,11091,2,71970,0.15410587744893706
2016,89010,COLIGACAO:210000000722,8135,953,9088,1,71970,0.12627483673752954
2016,89010,COLIGACAO:210000000792,2014,62,2076,5,71970,0.028845352230095874
2016,89010,COLIGACAO:210000001040,3109,123,3232,4,71970,0.04490760038905099
2016,89010,COLIGACAO:210000001118,9434,145,9579,4,71970,0.133097123801584
2016,89010,COLIGACAO:210000001180,2344,109,2453,3,71970,0.03408364596359594
2016,89010,COLIGACAO:210000001619,1105,33,1138,1,71970,0.015812143948867582
2016,89010,PARTIDO:PMDB,12094,259,12353,1,71970,0.171640961511741
2016,89010,PARTIDO:PSTU,85,29,114,1,71970,0.0015839933305543976
2016,89010,PARTIDO:PT,11710,1542,13252,1,71970,0.18413227733777962
2016,89028,COLIGACAO:210000000877,1338,33,1371,4,2454,0.558679706601467
2016,89028,COLIGACAO:210000001117,1040,43,1083,3,2454,0.441320293398533
2016,89036,COLIGACAO:210000001308,7961,290,8251,6,14544,0.5673129812981298
2016,89036,COLIGACAO:210000002381,5853,336,6189,8,14544,0.42553630363036304
2016,89036,COLIGACAO:210000002485,91,13,104,3,14544,0.007150715071507151
2016,89044,COLIGACAO:210000000184,1069,25,1094,2,1814,0.6030871003307607
2016,89044,COLIGACAO:210000000686,693,27,720,2,1814,0.39691289966923926
2016,89052,COLIGACAO:210000000835,3358,200,3558,6,8059,0.4414939818836084
2016,89052,COLIGACAO:210000002443,4303,198,4501,3,8059,0.5585060181163917
2016,89060,COLIGACAO:210000000147,1094,31,1125,4,1959,0.5742725880551302
2016,89060,COLIGACAO:210000000360,802,32,834,2,1959,0.42572741194486985
2016,89079,COLIGACAO:210000000804,1836,62,1898,2,3873,0.4900593854892848
2016,89079,PARTIDO:PMDB,1894,81,1975,1,3873,0.5099406145107153
2016,89087,COLIGACAO:210000000432,824,26,850,3,2213,0.3840939900587438
2016,89087,PARTIDO:PP,1322,41,1363,1,2213,0.6159060099412562
2016,89095,COLIGACAO:210000002427,5266,210,5476,6,10184,0.5377062058130401
2016,89095,COLIGACAO:210000002596,4451,257,4708,3,10184,0.4622937941869599
2016,89109,COLIGACAO:210000000133,1602,60,1662,5,1662,1.0
2016,89117,COLIGACAO:210000001047,1786,114,1900,2,4639,0.40957102823884456
2016,89117,COLIGACAO:210000002591,2601,138,2739,6,4639,0.5904289717611554
2016,89125,COLIGACAO:210000000509,210,5,215,2,1746,0.12313860252004583
2016,89125,COLIGACAO:210000000511,467,18,485,3,1746,0.2777777777777778
2016,89125,COLIGACAO:210000000640,434,28,462,2,1746,0.2646048109965636
2016,89125,PARTIDO:PMDB,454,4,458,1,1746,0.2623138602520046
2016,89125,PARTIDO:PV,122,4,126,1,1746,0.07216494845360824
2016,89133,COLIGACAO:210000000837,1274,54,1328,3,3180,0.4176100628930818
2016,89133,COLIGACAO:210000002325,1772,80,1852,3,3180,0.5823899371069182
2016,89141,COLIGACAO:210000001017,1195,52,1247,2,2454,0.5081499592502038
2016,89141,COLIGACAO:210000002393,691,32,723,3,2454,0.2946210268948655
2016,89141,PARTIDO:PDT,470,14,484,1,2454,0.19722901385493072
2016,89150,COLIGACAO:210000000284,2554,55,2609,3,26371,0.09893443555420728
2016,89150,COLIGACAO:210000000380,2230,61,2291,4,26371,0.0868757347085814
2016,89150,COLIGACAO:210000000708,5978,94,6072,3,26371,0.23025292935421485
2016,89150,COLIGACAO:210000000854,4078,109,4187,5,26371,0.1587728944674074
2016,89150,COLIGACAO:210000001104,4120,429,4549,2,26371,0.17250009480110728
2016,89150,PARTIDO:PDT,6223,440,6663,1,26371,0.25266391111448183
2016,89168,COLIGACAO:210000000803,734,45,779,2,1256,0.6202229299363057
2016,89168,COLIGACAO:210000001023,448,29,477,2,1256,0.37977707006369427
2016,89176,COLIGACAO:210000000941,3784,207,3991,3,9319,0.42826483528275566
2016,89176,COLIGACAO:210000001136,5102,226,5328,4,9319,0.5717351647172444
2016,89184,COLIGACAO:210000001144,737,21,758,3,1351,0.5610658771280533
2016,89184,COLIGACAO:210000001183,569,24,593,2,1351,0.4389341228719467
2016,89192,COLIGACAO:210000002764,6623,445,7068,2,18634,0.37930664376945367
2016,89192,PARTIDO:PDT,1606,76,1682,1,18634,0.09026510679403241
2016,89192,PARTIDO:PP,3460,279,3739,1,18634,0.2006547171836428
2016,89192,PARTIDO:PSB,1503,72,1575,1,18634,0.0845229151014275
2016,89192,PARTIDO:PSDB,2525,50,2575,1,18634,0.13818825802296877
2016,89192,PARTIDO:PT,1958,37,1995,1,18634,0.10706235912847484
2016,89206,COLIGACAO:210000000171,986,28,1014,3,1910,0.5308900523560209
2016,89206,COLIGACAO:210000000367,874,22,896,3,1910,0.46910994764397906
2016,89214,COLIGACAO:210000001423,6774,297,7071,2,14032,0.5039196123147093
2016,89214,COLIGACAO:210000002586,1587,896,2483,2,14032,0.1769526795895097
2016,89214,COLIGACAO:210000002588,2140,225,2365,4,14032,0.16854332953249715
2016,89214,PARTIDO:PP,1998,115,2113,1,14032,0.1505843785632839
2016,89222,COLIGACAO:210000000526,1194,25,1219,2,2167,0.562528841716659
2016,89222,PARTIDO:PMDB,610,21,631,1,2167,0.2911859713890171
2016,89222,PARTIDO:PTB,292,25,317,1,2167,0.14628518689432396
2016,89230,COLIGACAO:210000002473,1387,226,1613,2,6842,0.23574978076585792
2016,89230,COLIGACAO:210000002624,2784,190,2974,5,6842,0.43466822566501023
2016,89230,PARTIDO:PP,2211,44,2255,1,6842,0.3295819935691318
2016,89247,COLIGACAO:210000002298,1113,29,1142,4,1616,0.7066831683168316
2016,89247,COLIGACAO:210000002658,448,26,474,2,1616,0.2933168316831683
2016,89249,COLIGACAO:210000002255,985,52,1037,2,2385,0.4348008385744235
2016,89249,COLIGACAO:210000002264,1133,65,1198,2,2385,0.5023060796645702
2016,89249,PARTIDO:PTB,0,150,150,1,2385,0.06289308176100629
2016,89257,COLIGACAO:210000002799,1593,168,1761,2,10029,0.1755907867185163
2016,89257,COLIGACAO:210000002804,1367,39,1406,5,10029,0.14019343902682221
2016,89257,COLIGACAO:210000002807,980,52,1032,4,10029,0.10290158540233324
2016,89257,COLIGACAO:210000002814,2425,206,2631,2,10029,0.2623392162728089
2016,89257,COLIGACAO:210000002834,3041,158,3199,2,10029,0.3189749725795194
2016,89265,COLIGACAO:210000000309,349,17,366,2,1901,0.19253024723829562
2016,89265,COLIGACAO:210000000699,840,28,868,3,1901,0.4566017885323514
2016,89265,COLIGACAO:210000000937,526,21,547,2,1901,0.2877432930036823
2016,89265,PARTIDO:PSB,109,11,120,1,1901,0.0631246712256707
2016,89273,COLIGACAO:210000000266,11137,812,11949,2,30676,0.3895227539444517
2016,89273,COLIGACAO:210000000553,3037,83,3120,3,30676,0.10170817577259095
2016,89273,COLIGACAO:210000000714,1339,27,1366,3,30676,0.04452992567479463
2016,89273,COLIGACAO:210000000718,3870,240,4110,2,30676,0.13398096231581694
2016,89273,COLIGACAO:210000000746,3853,331,4184,3,30676,0.13639327161298734
2016,89273,PARTIDO:PP,5814,133,5947,1,30676,0.19386491067935846
2016,89281,COLIGACAO:210000001334,570,41,611,2,2111,0.28943628612032213
2016,89281,COLIGACAO:210000001620,1442,58,1500,4,2111,0.7105637138796779
2016,89290,COLIGACAO:210000002517,1111,33,1144,5,17576,0.0650887573964497
2016,89290,COLIGACAO:210000002701,4514,279,4793,2,17576,0.2727014110150205
2016,89290,COLIGACAO:210000002714,2505,66,2571,4,17576,0.14627901684114702
2016,89290,PARTIDO:PDT,5110,116,5226,1,17576,0.2973372781065089
2016,89290,PARTIDO:PT,3501,341,3842,1,17576,0.21859353664087391
2016,89303,COLIGACAO:210000000123,1340,64,1404,4,1404,1.0
2016,89311,COLIGACAO:210000001278,3114,189,3303,3,8624,0.3830009276437848
2016,89311,COLIGACAO:210000002868,2955,212,3167,4,8624,0.3672309833024119
2016,89311,PARTIDO:DEM,90,11,101,1,8624,0.011711502782931354
2016,89311,PARTIDO:PSDB,1035,22,1057,1,8624,0.12256493506493507
2016,89311,PARTIDO:PT,953,43,996,1,8624,0.11549165120593692
2016,89320,COLIGACAO:210000000482,651,20,671,3,1468,0.45708446866485014
2016,89320,COLIGACAO:210000000518,547,19,566,2,1468,0.385558583106267
2016,89320,PARTIDO:PDT,228,3,231,1,1468,0.15735694822888283
2016,89338,COLIGACAO:210000002305,2895,69,2964,2,20365,0.14554382519027745
2016,89338,COLIGACAO:210000002392,4172,355,4527,2,20365,0.22229315001227595
2016,89338,COLIGACAO:210000002582,4421,120,4541,2,20365,0.22298060397741223
2016,89338,COLIGACAO:210000002665,1511,21,1532,2,20365,0.07522710532776823
2016,89338,COLIGACAO:210000002692,1573,86,1659,4,20365,0.08146329486864719
2016,89338,PARTIDO:PMDB,4807,335,5142,1,20365,0.252492020623619
2016,89338,PARTIDO:PSOL,0,0,0,1,20365,0.0
2016,89346,COLIGACAO:210000000652,651,37,688,3,1945,0.3537275064267352
2016,89346,COLIGACAO:210000001250,704,30,734,3,1945,0.3773778920308483
2016,89346,PARTIDO:PPS,96,11,107,1,1945,0.055012853470437016
2016,89346,PARTIDO:PT,410,6,416,1,1945,0.21388174807197943
2016,89354,COLIGACAO:210000000244,5773,587,6360,5,24662,0.2578866271997405
2016,89354,COLIGACAO:210000000248,5070,162,5232,2,24662,0.21214824426242804
2016,89354,COLIGACAO:210000000269,9497,562,10059,3,24662,0.4078744627361933
2016,89354,COLIGACAO:210000000386,2837,87,2924,6,24662,0.11856297137296246
2016,89354,PARTIDO:PSOL,82,5,87,1,24662,0.0035276944286756953
2016,89362,COLIGACAO:210000000277,1043,36,1079,4,2256,0.4782801418439716
2016,89362,COLIGACAO:210000000374,1157,20,1177,2,2256,0.5217198581560284
2016,89370,COLIGACAO:210000001162,4648,279,4927,4,14482,0.3402154398563734
2016,89370,COLIGACAO:210000001361,1534,73,1607,2,14482,0.1109653362795194
2016,89370,PARTIDO:PMDB,4176,217,4393,1,14482,0.30334207982322886
2016,89370,PARTIDO:PSD,3301,254,3555,1,14482,0.24547714404087834
2016,89389,COLIGACAO:210000001229,860,37,897,4,1442,0.6220527045769764
2016,89389,COLIGACAO:210000002479,521,24,545,4,1442,0.3779472954230236
2016,89397,COLIGACAO:210000000901,3409,104,3513,3,15789,0.22249667490024702
2016,89397,COLIGACAO:210000001102,3541,324,3865,2,15789,0.24479067705364493
2016,89397,COLIGACAO:210000002160,8023,388,8411,6,15789,0.5327126480461081
2016,89400,COLIGACAO:210000000752,1181,36,1217,3,2037,0.5974472263132057
2016,89400,COLIGACAO:210000000990,775,45,820,3,2037,0.4025527736867943
2016,89419,COLIGACAO:210000001204,4111,223,4334,2,15111,0.2868109324333267
2016,89419,COLIGACAO:210000001207,2908,144,3052,4,15111,0.20197207332406855
2016,89419,COLIGACAO:210000001228,4939,373,5312,2,15111,0.35153199655879824
2016,89419,COLIGACAO:210000001231,2385,28,2413,2,15111,0.1596849976838065
