ano,id_candidato,nome_candidato,partido,eleito,receita_total_2024,despesa_total_2024,Audiovisual,Digital estrito,Infraestrutura e administração,Mobilização e pessoal,Publicidade tradicional,Serviços profissionais,Transferências e outros,Transporte e logística,Digital estrito — R$ 2024,Audiovisual — R$ 2024,Publicidade tradicional — R$ 2024,Mobilização e pessoal — R$ 2024,Serviços profissionais — R$ 2024,Transporte e logística — R$ 2024,Infraestrutura e administração — R$ 2024,Transferências e outros — R$ 2024
2016,210000032366,DANILO RODRIGUES DA SILVA,PMDB,0,18890.430351409468,18874.352759433263,350.0,500.0,3768.24,300.0,6580.9,250.0,1000.0,0.0,740.2206250552299,518.1544375386609,9742.635822851924,444.1323750331379,370.11031252761495,0.0,5578.657936316239,1480.4412501104598
2016,210000032381,SIDNEI MATIAS FAGUNDES,PT,0,73594.00772246605,73594.00772246605,1250.0,0.0,0.0,19648.0,14748.15,500.0,325.0,13239.71,0.0,1850.5515626380748,21833.769622816577,29087.709682170313,740.2206250552299,19600.612823499956,0.0,481.14340628589946
2016,210000032265,RAFAEL MACHADO FRASCA,PROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210000032331,ENDRIGO MARCHAND CAMPOS,PATRIOTA,0,592.176500044184,592.176500044184,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,592.176500044184,0.0,0.0,0.0
2016,210000031878,ENEIAS CLARINDO,PSDB,1,18300.32646911544,18300.32646911544,700.0,0.0,17.4,0.0,8994.0,550.0,0.0,2100.0,0.0,1036.3088750773218,13315.088603493476,0.0,814.2426875607529,3108.9266252319658,25.759677751922,0.0
2016,210000032322,RUDINER PETRY DE FARIA,PSD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210000032510,JANETTE DE AVILA ZANUNCIO,PDT,0,960.7915669091872,1701.0121919644173,0.0,0.0,0.0,0.0,498.99,650.0,0.0,0.0,0.0,0.0,738.7253793926184,0.0,962.2868125717989,0.0,0.0,0.0
2016,210000031758,JANICE DE ALPOIM DA SILVA DE MELLO,PRB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,210000032415,MARCELO VILLELA DA FONSECA,PP,0,518.1544375386609,4068.252555303544,600.0,0.0,0.0,0.0,1298.0,650.0,0.0,200.0,0.0,888.2647500662758,1921.6127426433768,0.0,962.2868125717989,296.088250022092,0.0,0.0
2016,210000032291,WALTER CORREA MATIAS,PSOL,0,4118.587557807299,4118.587557807299,0.0,0.0,0.0,0.0,0.0,0.0,2782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4118.587557807299
