codigo_municipio,municipio,candidatos_2016,candidatos_2020,candidatos_2024,fracao_publica_2016,fracao_publica_2020,fracao_publica_2024,gini_receita_2016,gini_receita_2020,gini_receita_2024,auc_receita_eleicao_2016,auc_receita_eleicao_2020,auc_receita_eleicao_2024,entropia_normalizada_2016,entropia_normalizada_2020,entropia_normalizada_2024,variacao_fracao_publica_2024_menos_2016,variacao_gini_receita_2024_menos_2016,variacao_auc_receita_eleicao_2024_menos_2016,variacao_entropia_normalizada_2024_menos_2016
85103,ENTRE-IJUÍS,36.0,47.0,49.0,0.0638380785911456,0.03654521959291549,0.7005545264002545,0.36259446797935935,0.4642633265434908,0.5617738199587299,0.9094650205761317,0.7894736842105263,0.6902777777777779,0.9358130929814374,0.9042746944450574,0.8529121575263485,0.636716447809109,0.19917935197937053,-0.21918724279835378,-0.08290093545508892
85111,ALVORADA,281.0,328.0,277.0,0.05946196323527262,0.5253051116029133,0.6926255444046487,0.6656420755528931,0.7181560487416727,0.6944037268299645,0.9688057040998218,0.9024021184036315,0.9355203619909502,0.8498886003763492,0.8234263250424877,0.8343128783006318,0.6331635811693761,0.02876165127707142,-0.033285342108871574,-0.015575722075717335
85120,NOVA ESPERANÇA DO SUL,25.0,38.0,31.0,0.0,0.1478880946086865,0.3874274393784001,0.2753855821215412,0.3103797232662433,0.24782069195613898,0.5833333333333334,0.6628352490421455,0.606060606060606,0.9609295689186146,0.9514632639609857,0.9685439500146715,0.3874274393784001,-0.0275648901654022,0.022727272727272596,0.007614381096056944
85138,ANTA GORDA,18.0,23.0,23.0,0.018239294346056895,0.04376927350360657,0.8941751418030942,0.1924721471001436,0.4010636869368862,0.3919507266308129,0.7407407407407407,0.6666666666666666,0.5238095238095238,0.9798668939802604,0.910636543597479,0.9128020789202237,0.8759358474570373,0.19947857953066928,-0.21693121693121686,-0.0670648150600367
85146,PAVERAMA,50.0,66.0,60.0,0.0,0.5582949967983506,0.7844053310605398,0.17704901176925558,0.450546064829054,0.46566926800746966,0.8075880758807588,0.6335282651072125,0.696078431372549,0.9869193080512636,0.9194321971161548,0.9119504821383527,0.7844053310605398,0.2886202562382141,-0.11150964450820977,-0.07496882591291087
85154,ANTÔNIO PRADO,38.0,41.0,34.0,0.0029175992178240677,0.36675264046407496,0.7655928819804397,0.23671942106914723,0.3319107294028265,0.24599484648163816,0.603448275862069,0.6076388888888888,0.6844444444444445,0.9684940518268241,0.9511534367669594,0.972753067964243,0.7626752827626156,0.009275425412490934,0.08099616858237557,0.004259016137418858
85162,TERRA DE AREIA,30.0,30.0,28.0,0.08002951488508961,0.2249378025883771,0.582321311760926,0.3803890608189635,0.46472938458458013,0.39704334455669854,0.7724867724867726,0.6507936507936508,0.6812865497076024,0.9256914055710617,0.8856221803325677,0.9033031442545354,0.5022917968758365,0.01665428373773503,-0.09120022277917017,-0.02238826131652627
85170,ARATIBA,43.0,26.0,25.0,0.011405299897785302,0.13800301295880385,0.6338241073769121,0.3505466952183023,0.29059830157050404,0.28897039525371104,0.8888888888888888,0.7549019607843137,0.6597222222222223,0.9423547849615793,0.9476527724685357,0.9587283765665895,0.6224188074791268,-0.06157629996459124,-0.22916666666666652,0.016373591605010174
85189,HARMONIA,30.0,23.0,19.0,0.0,0.21890802152790387,0.5719046624339558,0.11443865505237483,0.21334234237041327,0.18070768180855845,0.8042328042328042,0.6388888888888888,0.6388888888888888,0.9902052167747651,0.9709131428680424,0.9795369781527243,0.5719046624339558,0.06626902675618362,-0.16534391534391535,-0.010668238622040804
85197,ARROIO DO MEIO,52.0,49.0,84.0,0.09200629632447392,0.0,0.7570329766141091,0.2466971459491485,0.3800542290044371,0.42010000373991585,0.8403547671840355,0.9019138755980862,0.6980074719800747,0.974645907171489,0.9391474728774388,0.9301758797490054,0.6650266802896352,0.17340285779076736,-0.14234729520396072,-0.04447002742248363
85200,CAMPOS BORGES,35.0,33.0,24.0,0.030302969057690848,0.18955920626833203,0.5440371844545049,0.21086805793154673,0.1971709271066191,0.38951287060252016,0.6901709401709402,0.7638888888888888,0.6407407407407407,0.9802425498415969,0.9816439663761146,0.9051297465636373,0.5137342153968141,0.17864481267097343,-0.04943019943019944,-0.07511280327795955
85219,ARROIO DOS RATOS,53.0,76.0,86.0,0.06507017344912532,0.265095416768673,0.6430832378237215,0.49646785825472706,0.47449815397825446,0.5113256674999855,0.7588383838383838,0.8009950248756219,0.7215007215007214,0.8914984811189747,0.9115901362481961,0.8989841256676715,0.5780130643745961,0.01485780924525848,-0.037337662337662336,0.007485644548696824
